,Id,PID,MS SubClass,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Sale Type,SalePrice
1185,1146,531450090,20,RL,Pave,Lvl,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200.0,1278.0,Gd,Y,SBrkr,1294,1.0,2,0,1,Gd,6,Typ,0,NA,Attchd,1991.0,RFn,2.0,496.0,TA,Y,WD ,179200
1186,2105,906380120,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925.0,1274.0,Ex,Y,SBrkr,1274,1.0,2,0,1,Gd,6,Typ,0,NA,Attchd,2005.0,RFn,2.0,508.0,TA,Y,New,203000
1187,1786,528435060,20,RL,Pave,Lvl,Somerst,Norm,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1689.0,Ex,Y,SBrkr,1689,0.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2007.0,RFn,3.0,954.0,TA,Y,New,248328
1188,961,916382110,20,RL,Pave,HLS,Timber,Norm,1Fam,1Story,9,5,2008,2008,Gable,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115.0,1641.0,Ex,Y,SBrkr,1641,1.0,2,0,1,Ex,7,Typ,0,NA,Attchd,2008.0,Fin,3.0,885.0,TA,Y,WD ,316500
1189,1405,905403060,50,RL,Pave,Lvl,Edwards,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,570.0,TA,Y,SBrkr,1079,0.0,1,0,1,TA,5,Typ,1,Gd,Attchd,1948.0,Unf,1.0,249.0,TA,Y,WD ,125600
1190,1324,902406020,20,RM,Pave,Lvl,OldTown,Norm,1Fam,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,200.0,984.0,Gd,Y,SBrkr,984,1.0,1,0,1,Fa,5,Typ,0,NA,Detchd,1959.0,Unf,1.0,308.0,TA,N,WD ,110000
1191,1986,902205130,30,RM,Pave,Lvl,OldTown,Norm,1Fam,1Story,4,4,1920,1950,Hip,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,250.0,960.0,Gd,Y,FuseA,960,0.0,1,0,1,Fa,5,Typ,0,NA,Detchd,1997.0,Unf,1.0,308.0,TA,Y,WD ,108500
1192,307,911204090,20,C (all),Grvl,Bnk,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,540.0,TA,N,FuseA,1044,0.0,1,0,1,Fa,4,Typ,0,NA,Basment,1952.0,Unf,2.0,504.0,TA,N,WD ,55993
1193,180,902206220,50,RM,Pave,Lvl,OldTown,Artery,1Fam,1.5Fin,5,7,1948,2009,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,1027.0,Ex,Y,SBrkr,1633,0.0,1,0,1,Gd,7,Typ,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,Y,WD ,129000
1194,2896,916402125,20,RL,Pave,Lvl,Timber,Norm,1Fam,1Story,6,6,1987,1987,Gable,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980.0,1112.0,Gd,Y,SBrkr,1137,1.0,2,0,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2.0,551.0,TA,Y,WD ,176000
1195,668,535402090,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,7,1963,1963,Gable,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,1380.0,Fa,Y,SBrkr,1380,0.0,1,1,1,TA,6,Typ,0,NA,Attchd,1963.0,Unf,1.0,364.0,TA,Y,WD ,154000
1196,1582,916402215,20,RL,Pave,Lvl,Timber,Norm,1Fam,1Story,6,5,1986,1986,Gable,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,920.0,1256.0,Ex,Y,SBrkr,1256,0.0,2,0,1,Gd,6,Typ,1,Fa,Attchd,1986.0,Unf,2.0,578.0,TA,Y,WD ,180000
1197,2285,923225050,120,RM,Pave,Lvl,MeadowV,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874.0,1142.0,TA,Y,SBrkr,1142,1.0,1,1,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,528.0,TA,Y,WD ,134000
1198,2079,905426010,20,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477.0,1202.0,TA,Y,SBrkr,2158,1.0,2,0,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,Y,WD ,243000
1199,2272,916475020,20,RL,Pave,Lvl,Timber,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,1616.0,Ex,Y,SBrkr,1629,1.0,2,0,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3.0,808.0,TA,Y,WD ,270000
1200,2250,914452190,20,RL,Pave,Bnk,Mitchel,Norm,1Fam,1Story,6,5,1983,1983,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,336.0,1084.0,TA,Y,SBrkr,1080,0.0,1,1,1,TA,5,Typ,0,NA,Attchd,1983.0,Unf,2.0,484.0,TA,Y,WD ,134000
1201,502,528365070,60,RL,Pave,Low,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987.0,1347.0,Ex,Y,SBrkr,2646,1.0,2,1,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,656.0,TA,Y,WD ,260000
1202,2166,907420060,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,738.0,Gd,Y,SBrkr,1491,0.0,2,1,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,Y,WD ,168675
1203,1622,527158090,80,RL,Pave,Lvl,Gilbert,Norm,1Fam,SLvl,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,LwQ,186.0,392.0,Gd,Y,SBrkr,1694,0.0,2,1,1,TA,7,Typ,1,TA,BuiltIn,1994.0,Fin,2.0,398.0,TA,Y,WD ,160000
1204,1299,902136110,50,RM,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,684.0,Gd,Y,SBrkr,1080,0.0,1,0,1,Gd,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,95000
1205,832,906392130,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,704.0,Ex,Y,SBrkr,1422,0.0,2,1,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,Y,WD ,173000
1206,2470,528488130,20,FV,Pave,Lvl,Somerst,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,1293.0,Ex,Y,SBrkr,1301,1.0,2,0,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2.0,572.0,TA,Y,New,187750
1207,1017,527301170,60,RL,Pave,Lvl,NWAmes,Norm,1Fam,2Story,7,6,1986,1991,Gable,Plywood,Plywood,BrkFace,123.0,TA,Gd,CBlock,Gd,TA,No,Unf,0.0,791.0,Gd,Y,SBrkr,2093,0.0,2,1,1,TA,7,Typ,1,TA,Attchd,1986.0,Fin,2.0,542.0,TA,Y,WD ,215000
1208,1384,905107380,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,221.0,1073.0,Gd,Y,SBrkr,1073,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1967.0,RFn,1.0,270.0,TA,Y,WD ,120000
1209,1790,528439080,20,RL,Pave,Lvl,Somerst,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,778.0,1494.0,Ex,Y,SBrkr,1506,1.0,2,0,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,672.0,TA,Y,WD ,249000
1210,2530,534175100,20,RL,Pave,Lvl,NWAmes,RRAn,1Fam,1Story,7,6,1967,1967,Hip,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,1334.0,Gd,Y,SBrkr,1334,1.0,2,0,1,TA,7,Typ,0,NA,Attchd,1967.0,RFn,2.0,477.0,TA,Y,WD ,164500
1211,2893,916252170,120,RM,Pave,Lvl,GrnHill,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,BrkFace,Wd Sdng,None,0.0,Gd,TA,CBlock,NA,NA,NA,NA,0.0,0.0,Gd,Y,SBrkr,1295,0.0,2,0,1,Gd,5,Typ,0,NA,Attchd,1986.0,RFn,1.0,312.0,TA,Y,WD ,230000
1212,2027,903426010,70,RM,Pave,Lvl,OldTown,Feedr,1Fam,2Story,7,6,1929,1990,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,336.0,672.0,Gd,N,FuseA,1344,1.0,1,1,1,Gd,6,Typ,1,Gd,Attchd,1979.0,Unf,2.0,456.0,TA,Y,WD ,140000
1213,683,535452140,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1952,1952,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,732.0,TA,Y,SBrkr,732,1.0,1,0,1,TA,4,Typ,0,NA,Detchd,1952.0,Unf,1.0,240.0,TA,Y,WD ,118900
1214,823,906378110,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1468.0,Ex,Y,SBrkr,1468,0.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,3.0,904.0,TA,Y,WD ,239900
1215,2374,527452070,120,RL,Pave,Lvl,NPkVill,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,727.0,1069.0,Gd,Y,SBrkr,1069,0.0,2,0,1,TA,4,Typ,1,Po,Attchd,1975.0,RFn,2.0,440.0,TA,Y,WD ,146300
1216,1594,923225080,120,RM,Pave,Lvl,MeadowV,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,769.0,1040.0,Gd,Y,SBrkr,1040,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1975.0,Unf,2.0,499.0,TA,Y,WD ,124000
1217,2049,905100060,190,RL,Pave,Lvl,Sawyer,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,925.0,925.0,TA,Y,SBrkr,999,1.0,1,0,1,TA,6,Typ,0,NA,Detchd,1963.0,Unf,1.0,308.0,TA,Y,WD ,130000
1218,1813,531385070,20,RL,Pave,Lvl,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1349.0,Ex,Y,SBrkr,1349,0.0,2,0,1,TA,6,Typ,0,NA,Attchd,2000.0,Unf,2.0,539.0,TA,Y,WD ,179000
1219,365,527180100,20,RL,Pave,Lvl,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,1424.0,Ex,Y,SBrkr,1442,0.0,2,0,1,TA,5,Typ,0,NA,Attchd,1990.0,RFn,2.0,500.0,TA,Y,WD ,180500
1220,176,902125160,30,RM,Pave,Lvl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,747.0,TA,Y,SBrkr,747,0.0,1,0,1,TA,4,Typ,0,NA,Attchd,1945.0,Unf,1.0,220.0,TA,Y,WD ,80000
1221,510,528435030,20,RL,Pave,Lvl,Somerst,Norm,1Fam,1Story,8,5,2008,2009,Gable,CemntBd,CmentBd,Stone,194.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1573.0,Ex,Y,SBrkr,1578,0.0,2,0,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,840.0,TA,Y,New,287090
1222,1326,902427045,20,RM,Pave,Lvl,OldTown,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0.0,TA,TA,PConc,NA,NA,NA,NA,0.0,0.0,Gd,Y,FuseA,882,0.0,1,0,1,TA,4,Typ,0,NA,Detchd,1956.0,Unf,1.0,308.0,TA,Y,WD ,97000
1223,2423,528228360,120,RL,Pave,Lvl,Blmngtn,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1038.0,1368.0,Ex,Y,SBrkr,1511,1.0,2,0,1,Gd,5,Typ,1,TA,Attchd,2002.0,Fin,2.0,398.0,TA,Y,WD ,246990
1224,1631,527175130,20,RL,Grvl,Lvl,Gilbert,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,HdBoard,BrkCmn,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,550.0,1302.0,Fa,Y,SBrkr,1128,1.0,1,0,1,TA,6,Typ,1,TA,Attchd,1964.0,Unf,2.0,480.0,TA,P,WD ,154204
1225,1263,535425060,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,7,7,1958,2001,Gable,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,1312.0,Ex,Y,SBrkr,1312,0.0,1,1,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,Y,WD ,186000
1226,1046,527451550,160,RM,Pave,Lvl,BrDale,Norm,Twnhs,2Story,5,5,1972,1972,Gable,HdBoard,HdBoard,BrkFace,356.0,TA,TA,CBlock,TA,TA,No,Rec,350.0,630.0,TA,Y,SBrkr,1302,0.0,2,1,1,TA,6,Typ,0,NA,Detchd,1972.0,Unf,1.0,264.0,TA,Y,WD ,111750
1227,47,528176010,20,RL,Pave,HLS,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,1095.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,2846.0,Ex,Y,SBrkr,2696,1.0,2,1,1,Ex,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,958.0,TA,Y,WD ,500000
1228,1424,906378190,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,628.0,Ex,Y,SBrkr,1356,0.0,2,1,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,484.0,TA,Y,New,177439
1229,429,528108070,60,RL,Pave,Lvl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,1104.0,Ex,Y,SBrkr,2184,1.0,2,1,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,Y,WD ,335000
1230,1031,527359070,60,RL,Pave,Lvl,NWAmes,Norm,1Fam,2Story,7,6,1976,1976,Hip,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,803.0,TA,Y,SBrkr,1964,0.0,2,1,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,2.0,483.0,TA,Y,WD ,205000
1231,1635,527184110,120,RL,Pave,HLS,StoneBr,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,1312.0,Gd,Y,SBrkr,1321,1.0,1,0,1,Gd,4,Typ,1,TA,Attchd,1990.0,RFn,2.0,484.0,TA,Y,WD ,212000
1232,309,911370510,120,RM,Pave,HLS,Crawfor,Artery,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,1594.0,Ex,Y,SBrkr,1646,1.0,2,0,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,Y,WD ,246000
1233,1020,527302070,20,RL,Pave,Lvl,NWAmes,Norm,1Fam,1Story,7,7,1983,1983,Gable,WdShing,Plywood,BrkFace,174.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,747.0,1260.0,TA,Y,SBrkr,1260,1.0,2,0,1,TA,6,Typ,0,NA,Attchd,1983.0,Unf,2.0,598.0,TA,Y,WD ,181900
1234,178,902206040,50,RM,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234.0,926.0,TA,Y,SBrkr,1316,1.0,1,0,1,TA,6,Typ,0,NA,Detchd,1974.0,Unf,2.0,484.0,TA,Y,WD ,130000
1235,1975,902105110,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,264.0,Ex,Y,SBrkr,1432,0.0,2,0,1,TA,7,Typ,0,NA,Detchd,1910.0,Unf,2.0,360.0,TA,Y,WD ,132000
1236,2096,906223040,60,RL,Pave,Lvl,SawyerW,Norm,1Fam,2Story,7,5,1994,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,497.0,779.0,Ex,Y,SBrkr,1958,1.0,2,1,1,Gd,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,499.0,TA,Y,CWD,220000
1237,865,907252210,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1753.0,Ex,Y,SBrkr,1788,0.0,2,0,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,Y,WD ,236500
1238,385,527365030,60,FV,Pave,Lvl,Somerst,RRAn,1Fam,2Story,8,5,2009,2009,Gable,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544.0,832.0,Ex,Y,SBrkr,1935,1.0,2,1,1,TA,8,Typ,0,NA,BuiltIn,2009.0,Fin,2.0,552.0,TA,Y,New,263435
1239,1362,903454100,50,RM,Pave,Bnk,IDOTRR,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,1272.0,TA,Y,SBrkr,1969,0.0,2,0,1,TA,9,Min1,1,Gd,Detchd,1938.0,Unf,2.0,400.0,TA,Y,COD,141000
1240,1091,528250030,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,847.0,Ex,Y,SBrkr,1986,0.0,2,1,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,Y,WD ,213000
1241,317,916386020,20,RL,Pave,Lvl,Timber,Norm,1Fam,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1214.0,Ex,Y,SBrkr,1214,0.0,2,0,1,Gd,6,Typ,0,NA,Attchd,2010.0,RFn,2.0,520.0,TA,Y,New,179781
1242,1076,528186160,120,RL,Pave,Lvl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,846.0,1342.0,Ex,Y,SBrkr,1342,1.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,550.0,TA,Y,WD ,234250
1243,1573,916325080,20,RL,Pave,Lvl,Timber,Norm,1Fam,1Story,8,6,1976,1976,Hip,Stone,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,1565.0,TA,Y,SBrkr,2898,1.0,2,0,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2.0,665.0,TA,Y,COD,287000
1244,485,528275160,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,UnKn,-1.0,Gd,TA,PConc,Ex,TA,No,GLQ,651.0,870.0,Ex,Y,SBrkr,2004,1.0,2,1,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,3.0,644.0,TA,Y,WD ,257500
1245,2021,903234160,30,RM,Pave,Lvl,BrkSide,Norm,1Fam,1Story,6,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,960.0,TA,N,SBrkr,986,0.0,1,0,1,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,TA,Y,WD ,102000
1246,2032,903451110,45,RM,Pave,Bnk,IDOTRR,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,637.0,Ex,Y,FuseF,1108,0.0,1,0,1,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1.0,280.0,TA,N,WD ,139400
1247,2604,535381060,50,RL,Pave,Lvl,OldTown,Artery,1Fam,1.5Fin,3,4,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,672.0,TA,Y,SBrkr,1214,0.0,1,0,1,TA,6,Typ,0,NA,Detchd,1998.0,Unf,3.0,936.0,TA,Y,WD ,105000
1248,1615,526355190,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351.0,2217.0,Ex,Y,SBrkr,2217,1.0,2,0,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2.0,621.0,TA,Y,WD ,268000
1249,2736,905426150,80,RL,Pave,Lvl,Edwards,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Av,Unf,0.0,697.0,TA,Y,SBrkr,2201,0.0,2,0,1,Gd,8,Typ,1,Gd,Attchd,1966.0,Unf,2.0,432.0,Gd,Y,WD ,274970
1250,473,528228455,120,RL,Pave,Lvl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,1220.0,Ex,Y,SBrkr,1220,0.0,2,0,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2.0,397.0,TA,Y,WD ,180000
1251,1316,902306130,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,689.0,Ex,Y,SBrkr,1378,0.0,2,0,1,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2.0,360.0,TA,N,WD ,161000
1252,244,905478190,20,RL,Pave,Low,Edwards,Norm,1Fam,1Story,4,7,1946,2006,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,0.0,Ex,Y,SBrkr,930,0.0,1,0,1,Gd,6,Typ,0,NA,Detchd,1946.0,Unf,1.0,308.0,TA,Y,WD ,84900
1253,152,535304060,190,RL,Pave,Lvl,NAmes,Norm,2fmCon,1Story,5,5,1958,1958,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,988.0,TA,Y,SBrkr,988,1.0,1,0,1,TA,5,Typ,0,NA,Attchd,1958.0,Unf,1.0,264.0,TA,Y,WD ,119000
1254,1588,921201060,20,RL,Pave,Lvl,Timber,Norm,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,1964.0,Ex,Y,SBrkr,1964,1.0,2,1,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,892.0,TA,Y,WD ,370000
1255,2111,906392080,20,RL,Pave,Lvl,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,1270.0,Ex,Y,SBrkr,1270,0.0,2,0,1,Gd,6,Typ,0,NA,Attchd,2005.0,RFn,2.0,524.0,TA,Y,WD ,175900
1256,813,906226120,90,RL,Pave,Lvl,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,TA,Y,SBrkr,2240,0.0,2,0,2,TA,12,Typ,0,NA,Detchd,1979.0,Unf,2.0,528.0,TA,Y,WD ,142953
1257,1854,533250190,120,RL,Pave,Lvl,Veenker,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,1494.0,Ex,Y,SBrkr,1494,1.0,1,1,1,Gd,5,Typ,1,Gd,Attchd,1994.0,Fin,2.0,478.0,TA,Y,WD ,279700
